phot_g_mean_mag,parallax,bp_rp
11.453908,8.782298803954141,1.1563044
17.504274,5.160881256871818,2.8400154
13.789064,7.05544997267971,2.0084572
18.11423,5.278990216758404,3.1242065
17.000864,6.71440875238384,2.8631563
18.310656,5.278347350054708,3.0735054
13.679097,6.326596772110367,1.7631178
16.284414,7.212966199453153,2.5394754
19.539158,14.504384081441122,0.9880371
16.109243,8.448406767498998,2.7758284
16.955948,6.60238927111404,2.8141565
18.382769,5.457401970801422,3.1850433
18.6668,5.187966131199177,3.4619408
18.479288,5.830820571387627,3.2746277
18.263939,7.651547513702366,3.45471
17.60674,7.877841359225929,3.2431507
11.467387,7.341304813691503,1.0777235
17.09994,5.615619444972937,2.772688
16.600714,5.47386916491997,2.6364489
15.751212,6.831072503861585,2.4965906
18.212769,5.441056308521073,3.0715733
15.285491,14.512182583722861,2.7720795
16.362932,6.090499422860794,2.640769
14.5779,6.879068128581327,2.0086288
15.329339,6.746514678192977,2.5742235
13.107571,6.898085928818113,1.5348082
15.846531,5.807978322056689,2.4577122
10.948279,5.596865492917187,0.8145075
18.083597,6.281661143812638,3.205183
8.648102,8.082171248566558,0.68575287
15.13754,5.538331262841075,2.1574116
7.543718,6.672121001003623,0.23760796
12.4127035,9.448691927090657,1.6083803
15.508526,10.755243785121236,2.396905
13.940274,8.442983176271975,2.0198345
18.017813,7.559232835637991,3.2478237
14.686075,7.445837696723844,2.388072
16.313608,8.666748848200283,2.4428167
14.824594,6.84316675780224,2.187502
17.741365,5.820362883895353,2.8929157
16.67689,5.112105888476013,2.7075005
17.265875,6.322324451480108,2.9879532
8.12767,12.258658020444122,0.83297014
16.98552,5.008268616184008,2.583685
16.16,10.143443376893575,2.8912764
15.298534,5.60989219215093,2.2889204
17.316286,14.719643419150092,3.588067
18.35562,7.048987683293298,3.2883434
16.473259,5.930572385125138,2.7492657
15.014228,11.455691927119817,2.541747
18.532541,5.70871923325205,3.1764584
16.64384,5.919821171863397,2.508089
17.209122,5.474053136631362,2.5717716
15.268094,5.3655538609011,2.1968346
15.788047,7.8914677942858855,2.838688
17.104445,6.45525596004931,2.6733637
18.94332,6.378815859723153,3.4120674
14.072417,10.211352895886346,2.0427742
11.187225,7.017823143399212,0.9617977
10.377875,9.462386302935776,0.9252567
10.803448,12.813559849717922,1.1516209
14.700736,7.582581711051116,2.4000673
17.985914,5.128690305472269,2.857355
17.816044,6.858566527570941,3.0698605
18.154253,12.253273427696813,3.9771843
15.00362,10.377760514835975,2.512455
14.426233,23.689969119738098,2.7186413
18.256718,6.340295875298921,3.0732498
16.504978,5.193961033183311,2.7317514
17.375391,5.594503529793527,3.0343037
12.632132,5.900262407034329,1.2663536
10.399316,8.02846841755527,0.91776943
16.998823,5.144631774810799,2.914093
16.721916,6.081645793003005,3.030055
8.107427,16.18021282616104,0.6901598
15.263325,8.841727647058427,2.611413
16.886633,7.113379732295063,2.7764816
17.372513,6.344849360036632,-0.19904327
18.255028,8.356430843846036,3.4036465
13.020446,7.182707913906214,1.5628014
